,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020p,24.028220761296637,0.004100075423255649,-5.439876061137404,5.673992342504192,0.00026268483067149037,-6.973821727778744
