,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020d,28.763628580167882,0.20421159796479763,-6.536057797307375,2.7062565924407003,0.00012528965705743981,-11.05566258071776
