,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020m,29.41220440107007,0.19276821584434128,-5.577656145777263,3.5676791741531098,0.00016517033213671805,-9.513156402987075
