,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020a,30.029539251607357,-0.00044345159028278216,-5.814982416119705,2.7426187306539997,0.0001269730893821296,-10.88558194221963
