,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN019b,30.086109060204855,0.24299689342405978,-6.442919036006478,4.579559167527864,0.00021201662812629,-8.184804997541972
