,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020o,25.604579475329317,0.32750244037213566,-5.750559180477072,4.119772568384096,0.00019073021149926367,-7.711441769150657
