,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020j,27.926642271673515,0.0019299067715092574,-6.692266751882526,3.3548286973817225,0.00015531614339730197,-9.857803843696676
