,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020q,24.595379983843742,5.301611036721948,-5.686809460773565,9.792751429627199,0.00045336812174199994,-3.822120591824427
