,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN018a,26.54433329074744,0.6258301498835015,-6.677121836674721,5.592766337790152,0.00025892436749028484,-6.745794076766465
