,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN003f,28.792893721666655,0.6165687589169593,-5.655789037033667,4.143038757403142,0.00019180734987977508,-7.849027232166252
