run,station,date_range,err_mean,err_std,rmse,IoA,bias,crmse_norm,mod_std_norm,corr_coef,count
RUN013b,cbnc3.900.F.CT,121-126,-0.09999993166279479,1.8867714364902675e-07,0.09999993166297276,0.0,-0.09999993166279451,799742413.0187961,799742413.0187963,,145
RUN013b,cbnc3.900.F.CT,127-129,-0.09999945138038503,1.5430479674366058e-06,0.09999945139229006,0.0,-0.09999945138038487,12354258224.288946,12354258224.288948,,73
RUN013b,cbnc3.900.F.CT,5-150,-0.0999999500775682,4.1734839057561145e-07,0.09999995007843904,0.0,-0.09999995007756624,214806661.62131938,214806661.62131995,8.330590716209578e-05,1145
RUN013b,cbnc3.900.F.CT,51-53,,,,1,,,,,0
RUN013b,cbnc3.900.F.CT,5-70,,,,1,,,,,0
RUN013b,cbnc3.900.F.CT,58-60,,,,1,,,,,0
RUN013b,cbnc3.900.F.CT,71-150,-0.0999999500775682,4.1734839057561145e-07,0.09999995007843904,0.0,-0.09999995007756624,214806661.62131938,214806661.62131995,8.330590716209578e-05,1145
RUN013b,cbnc3.900.F.CT,90-92,,,,1,,,,,0
RUN013b,lonw1.0.A.External,121-126,0.12693026576513267,0.13406891269123367,0.1846233076223499,0.7408470977718964,0.12693026576513278,0.6210054325476377,0.5288195135514157,0.8452811476785225,145
RUN013b,lonw1.0.A.External,127-129,0.10948671713687763,0.1639329051549156,0.1971327943847527,0.8110089762803527,0.1094867171368783,0.5759245240053861,0.5498357310386943,0.8826547812220279,73
RUN013b,lonw1.0.A.External,5-150,0.06636614201848147,0.2246039345292729,0.23420374081651027,0.9668544018837919,0.06636614201848445,0.3292570200405703,0.9038483440181766,0.9451428743802869,3477
RUN013b,lonw1.0.A.External,51-53,0.008789485650272074,0.21011402460707213,0.21029778504439278,0.9123815614111175,0.008789485650271711,0.4843199433210336,0.6704351466429729,0.9060663693118375,73
RUN013b,lonw1.0.A.External,5-70,0.03672414929133959,0.2436474006490205,0.24639951092523887,0.93279971948364,0.036724149291338826,0.4261204506572599,0.6815503990613175,0.9411866750861322,1585
RUN013b,lonw1.0.A.External,58-60,0.12580098586365293,0.15870412548071297,0.20251638819825143,0.8473534325335039,0.12580098586365307,0.5111989942329455,0.624796811965669,0.903531054348375,73
RUN013b,lonw1.0.A.External,71-150,0.091302046043791,0.20401610243579518,0.22351428067323897,0.9257951874645913,0.09130204604379388,0.4529928974822064,0.8485139366065332,0.8926036863367467,1893
RUN013b,lonw1.0.A.External,90-92,-0.21756725002369293,0.10140327045418178,0.24003777107296262,0.822105992752938,-0.21756725002369226,0.35517495516360026,0.8017129157091821,0.9458462753452703,73
RUN013b,saturn02.100.F.CT,121-126,-4.0883906598410515,5.149961037522003,6.575487577014364,0.5867627235957925,-4.08839065984105,1.2832579858256035,1.4034186668702806,0.47128947603525134,145
RUN013b,saturn02.100.F.CT,127-129,0.0661991194357801,5.90258178435114,5.902952993576007,0.6234411998167888,0.0661991194357725,1.215520333950989,1.0809376477245818,0.3196005419343465,73
RUN013b,saturn02.100.F.CT,5-150,-1.8578034552873606,5.2274344310814165,5.547747688002147,0.6115799160319546,-1.8578034552873923,1.1003632596495738,0.9822911342608401,0.38384575761658396,860
RUN013b,saturn02.100.F.CT,51-53,,,,1,,,,,0
RUN013b,saturn02.100.F.CT,5-70,,,,1,,,,,0
RUN013b,saturn02.100.F.CT,58-60,,,,1,,,,,0
RUN013b,saturn02.100.F.CT,71-150,-1.8578034552873606,5.2274344310814165,5.547747688002147,0.6115799160319546,-1.8578034552873923,1.1003632596495738,0.9822911342608401,0.38384575761658396,860
RUN013b,saturn02.100.F.CT,90-92,,,,1,,,,,0
RUN013b,saturn02.1100.F.CT,121-126,0.36860410929529025,0.3250396208085825,0.4914465835518256,0.42937443170486234,0.3686041092952763,1.0202639791909651,0.07334116863376672,-0.2424263267168829,145
RUN013b,saturn02.1100.F.CT,127-129,0.13546315386912414,0.517608639218762,0.5350410913659518,0.3938611622413255,0.13546315386911445,0.9324707835545409,0.25718535985230034,0.3822973190473752,73
