run,station,date_range,err_mean,err_std,rmse,IoA,bias,crmse_norm,mod_std_norm,corr_coef,count
RUN020o,cbnc3.900.F.CT,121-126,-0.09996150486171414,4.514520106362341e-06,0.09996150496365783,0.0,-0.09996150486171392,19135615123.54594,19135615123.545948,,145
RUN020o,cbnc3.900.F.CT,127-129,-0.09996369043352145,5.780265269857189e-06,0.09996369060063945,0.0,-0.09996369043352131,46279112027.43719,46279112027.437195,,73
RUN020o,cbnc3.900.F.CT,5-150,-0.08717835725099225,0.07242985231538235,0.11334085529679802,4.6629367034256575e-15,-0.08717835725099017,37279201570978.914,37279201570978.914,-0.00015419292546062552,1145
RUN020o,cbnc3.900.F.CT,51-53,,,,1,,,,,0
RUN020o,cbnc3.900.F.CT,5-70,,,,1,,,,,0
RUN020o,cbnc3.900.F.CT,58-60,,,,1,,,,,0
RUN020o,cbnc3.900.F.CT,71-150,-0.08717835725099225,0.07242985231538235,0.11334085529679802,4.6629367034256575e-15,-0.08717835725099017,37279201570978.914,37279201570978.914,-0.00015419292546062552,1145
RUN020o,cbnc3.900.F.CT,90-92,,,,1,,,,,0
RUN020o,lonw1.0.A.External,121-126,-0.45827483809063546,0.09808186295892482,0.4686532610240662,0.500121225185268,-0.4582748380906314,0.45431389357324103,0.8367653085803293,0.8925890285080178,145
RUN020o,lonw1.0.A.External,127-129,-0.4302710533213954,0.09795631356368519,0.4412806575109429,0.6237610425032971,-0.43027105332139604,0.3441373969989458,0.8027792197934261,0.9504630227670898,73
RUN020o,lonw1.0.A.External,5-150,-0.23839986783007658,0.20638364917009414,0.31532317965249923,0.9335778142912584,-0.23839986783007583,0.30254708339486963,0.7610045927406833,0.9773878283337621,3477
RUN020o,lonw1.0.A.External,51-53,-0.11749941501666905,0.12304049320716298,0.1701325233396642,0.9552123189195374,-0.11749941501666905,0.2836125042472747,0.8459665466096642,0.96648227519792,73
RUN020o,lonw1.0.A.External,5-70,-0.10672045203230285,0.18501962680158757,0.21359194082122523,0.9561647777907369,-0.10672045203230462,0.32358501072909973,0.7879726658076756,0.9620851894255736,1585
RUN020o,lonw1.0.A.External,58-60,-0.030437382297785986,0.1239986826191859,0.12767970681527735,0.9436258951151094,-0.03043738229778592,0.3994099186088359,0.751102833883461,0.9350431929022563,73
RUN020o,lonw1.0.A.External,71-150,-0.34854468459885624,0.1514790494511288,0.38003855012976423,0.8164027402279355,-0.3485446845988558,0.33634077261284767,0.7722176232504456,0.9603477683490597,1893
RUN020o,lonw1.0.A.External,90-92,-0.6990357246019947,0.11799704127530272,0.7089247111080003,0.48141201196102135,-0.6990357246019947,0.4132962739434487,0.7915110646215711,0.9195550260935437,73
RUN020o,saturn02.100.F.CT,121-126,-2.57289541918863,4.46732354723813,5.155266289319116,0.5461926494443294,-2.572895419188626,1.1131596094595888,0.8118452739933589,0.25865053737848315,145
RUN020o,saturn02.100.F.CT,127-129,-0.34058492480051034,4.291723950315682,4.3052169000776965,0.6787812348022291,-0.3405849248005133,0.8837959252243779,0.6334618326395427,0.4895154088318469,73
RUN020o,saturn02.100.F.CT,5-150,-1.721058242739417,4.592615241384849,4.904503668089339,0.5840223687380564,-1.7210582427394634,0.9667352396194676,0.6446050592510153,0.37304908795527364,860
RUN020o,saturn02.100.F.CT,51-53,,,,1,,,,,0
RUN020o,saturn02.100.F.CT,5-70,,,,1,,,,,0
RUN020o,saturn02.100.F.CT,58-60,,,,1,,,,,0
RUN020o,saturn02.100.F.CT,71-150,-1.721058242739417,4.592615241384849,4.904503668089339,0.5840223687380564,-1.7210582427394634,0.9667352396194676,0.6446050592510153,0.37304908795527364,860
RUN020o,saturn02.100.F.CT,90-92,,,,1,,,,,0
RUN020o,saturn02.1100.F.CT,121-126,0.4608092356756376,0.3339801208652243,0.5691114766169412,0.40583287069757157,0.46080923567562593,1.0483272354212512,0.0869514231275306,-0.5257501214670286,145
RUN020o,saturn02.1100.F.CT,127-129,0.19221577124442776,0.5809210842644337,0.6118955865652698,0.30007032129931954,0.19221577124443456,1.046528008970247,0.26278392229598624,-0.04978516857757818,73
RUN020o,saturn02.1100.F.CT,5-150,0.5267357563025858,3.5193913843897895,3.5585904897142537,0.10738226279801244,0.5267357563025818,1.0052046165231288,0.106872806246389,0.004610506967021082,859
RUN020o,saturn02.1100.F.CT,51-53,,,,1,,,,,0
RUN020o,saturn02.1100.F.CT,5-70,,,,1,,,,,0
RUN020o,saturn02.1100.F.CT,58-60,,,,1,,,,,0
RUN020o,saturn02.1100.F.CT,71-150,0.5267357563025858,3.5193913843897895,3.5585904897142537,0.10738226279801244,0.5267357563025818,1.0052046165231288,0.106872806246389,0.004610506967021082,859
RUN020o,saturn02.1100.F.CT,90-92,,,,1,,,,,0
RUN020o,saturn02.1600.F.CT,121-126,0.13656853143768574,0.35873636205217685,0.3838524993242543,0.29856299846535705,0.13656853143766057,1.0668425427828578,0.10054059530709983,-0.6367805929315259,145
RUN020o,saturn02.1600.F.CT,127-129,-0.3801115037262997,0.2656351673201881,0.46373138494422944,0.4163095793422261,-0.380111503726301,0.9791566253385992,0.04484807053926339,0.48233571663628616,73
RUN020o,saturn02.1600.F.CT,5-150,0.2296376094587139,3.434920633890164,3.4425881532362066,0.05431030299119011,0.22963760945881972,0.9918032452924024,0.0604178367945681,0.16532069576009514,859
RUN020o,saturn02.1600.F.CT,51-53,,,,1,,,,,0
RUN020o,saturn02.1600.F.CT,5-70,,,,1,,,,,0
RUN020o,saturn02.1600.F.CT,58-60,,,,1,,,,,0
