,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
archive_db35,29.166233410577107,0.0004280463670811133,-5.615761408506383,3.3251995728414805,0.00015394442466858707,-9.599414055099212
