,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020f,29.481097874875573,0.21903063946593507,-6.235702504525266,2.939583206794985,0.00013609181512939746,-10.793030493045324
