,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN009c,28.104004098283287,5.907943487066164,-6.021470190095929,10.128979434222625,0.0004689342330658623,-4.556362879174915
