,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020i,27.960595194592038,0.18864906180055238,-6.6644234482646,3.4823363438628028,0.00016121927517883346,-9.597302166113607
