,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN009b,27.480572970766026,5.598065949206102,-6.167011756916496,10.559032502866906,0.0004888440973549493,-4.300667554479769
