,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN013a,28.797357143281445,0.6239370742153889,-5.679135777513799,3.1942656783552277,0.0001478826702942235,-9.312123118383655
