,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020k,28.86506725433567,0.22813191993491427,-6.4531632039161195,2.7527783630083595,0.0001274434427318685,-10.871752334243103
