,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020n,27.697439214436393,7.07245449370528e-05,-5.278667240901517,4.373325819598801,0.00020246878794438894,-8.442410404278693
