,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020g,29.333497706246376,0.0003226476874256958,-6.20537854840266,3.0151633488235063,0.00013959089577886602,-10.797135211788195
