,Smax,Smin,z0,Dt,D,max(dS/dz)
obs,30.046384249666406,1.4565959648534008,-7.287367385074354,0.9013437909268627,4.172887920957697e-05,-18.633871998629647
RUN020h,30.167401015848366,0.2509913455308821,-5.757850590092097,2.569690409144649,0.00011896714857151153,-10.879999090697595
